site_id,date,visit_no,season,location,snail_id,snail_no,sex,shell_height_mm,infection_status,trematode_species,snail_quadrat_no,snail_density,lt_height_ft,water_temp_C,air_temp_C,salinity_ppt,grass_quadrat_no,water_depth_cm,quadrat_distance_m,shoot_density,grass_species_1,no_blades_1,blade1_length_cm_1,blade2_length_cm_1,blade3_length_cm_1,blade4_length_cm_1,blade5_length_cm_1,grass_species_2,no_blades_2,blade1_length_cm_2,blade2_length_cm_2,blade3_length_cm_2,blade4_length_cm_2,blade5_length_cm_2,tin_wt_g,dry_filter_wt_g,tin_dry_filter_wt_g,wet_filter_wt_g,tin_filter_epibiont_wt_g,epibiont_biomass_mg,foil_wt_g,grass_dry_wt_g
HI,20240831,3,fall,straits,HI_3_20,20,1,17.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_21,21,0,16.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_22,22,0,16.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_23,23,1,15.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_24,24,0,14.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_25,25,0,14.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_26,26,1,14.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_27,27,0,17.89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_28,28,1,17.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_29,29,0,17.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_30,30,1,17.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_31,31,1,20.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_32,32,1,18.64,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_33,33,1,17.26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_34,34,1,15.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_35,35,0,15.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_36,36,0,18.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_37,37,1,16.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_38,38,0,15.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_39,39,1,11.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_40,40,1,19.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_41,41,0,16.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_42,42,1,17.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_43,43,1,15.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_44,44,0,16.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_45,45,0,17.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_46,46,1,19.89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_47,47,0,17.91,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_48,48,0,15.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_49,49,0,18.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_50,50,1,16.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_51,51,1,17.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_52,52,0,16.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_53,53,1,18.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_54,54,1,19.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_55,55,1,15.13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_56,56,1,18.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_57,57,1,17.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_58,58,0,16.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_59,59,0,16.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_60,60,1,19.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_61,61,1,18.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_62,62,0,15.89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_63,63,0,18.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_64,64,0,17.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_65,65,0,17.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_66,66,0,16.84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_67,67,1,15.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_68,68,1,13.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_69,69,1,13.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_70,70,0,19.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_71,71,1,14.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_72,72,0,15.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_73,73,0,16.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_74,74,1,21.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_75,75,0,15.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_76,76,0,17.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_77,77,0,17.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_78,78,1,17.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_79,79,1,17.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_80,80,0,17.53,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_81,81,1,19.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_82,82,1,17.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_83,83,1,16.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_84,84,0,15.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_85,85,1,15.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_86,86,1,15.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_87,87,0,16.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_88,88,0,15.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_89,89,0,14.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_90,90,0,14.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_91,91,1,17.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_92,92,1,21.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_93,93,0,12.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_94,94,0,16.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_95,95,0,16.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_96,96,1,15.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_97,97,1,13.31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_98,98,0,16.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_99,99,0,17.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HI,20240831,3,fall,straits,HI_3_100,100,0,16.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_01,1,1,17.04,0,,Q1,62,0.3,29,26.67,28.8,Q1,42,0,156,halodule,5,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_02,2,0,16.62,0,,Q2,0,,,,,Q2,41,5.75,98,halodule,5,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_03,3,1,19.02,0,,Q3,107,,,,,Q3,46,5.26,15,halodule,5,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_04,4,0,16.46,0,,Q4,1,,,,,Q4,48,3.79,77,halodule,5,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_05,5,0,15.21,0,,Q5,1,,,,,Q5,41,7.31,89,halodule,5,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_06,6,1,17.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_07,7,1,17.36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_08,8,0,14.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_09,9,1,17.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_10,10,0,15.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_11,11,0,16.18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_12,12,0,17.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_13,13,0,16.44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_14,14,1,16.38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_15,15,1,14.93,1,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_16,16,1,16.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_17,17,1,15.01,1,ZL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_18,18,0,17.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_19,19,1,16.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_20,20,1,17.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_21,21,1,17.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_22,22,1,17.97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_23,23,0,15.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_24,24,1,17.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_25,25,1,16.47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_26,26,0,17.41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_27,27,0,14.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_28,28,0,17.56,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_29,29,1,14.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_30,30,1,16.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_31,31,0,13.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_32,32,0,16.48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_33,33,1,17.01,1,AV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_34,34,0,16.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_35,35,0,13.57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_36,36,1,12.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_37,37,1,16.98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_38,38,0,13.78,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_39,39,0,14.61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_40,40,1,17.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_41,41,0,15.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_42,42,0,18.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_43,43,1,16.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_44,44,0,15.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_45,45,0,16.96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_46,46,1,16.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_47,47,1,19.71,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_48,48,0,15.08,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_49,49,1,17.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_50,50,0,16.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_51,51,0,18.02,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_52,52,0,17.89,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_53,53,1,15.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_54,54,0,15.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_55,55,1,12.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_56,56,1,18.52,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_57,57,1,15.95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_58,58,1,16.25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_59,59,1,13.86,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_60,60,0,17.45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_61,61,0,15.83,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_62,62,1,16.59,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_63,63,0,13.62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_64,64,1,17.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_65,65,0,17.68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_66,66,1,14.93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_67,67,0,15.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_68,68,0,18.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_69,69,1,17.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_70,70,0,15.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_71,71,0,18.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_72,72,1,17.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_73,73,1,14.84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_74,74,1,15.27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_75,75,1,17.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_76,76,1,17.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_77,77,1,17.33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_78,78,1,15.39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_79,79,0,16.67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_80,80,1,16.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_81,81,0,16.77,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_82,82,0,15.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_83,83,1,15.38,1,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_84,84,1,17.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_85,85,0,15.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_86,86,0,15.34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_87,87,1,15.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_88,88,0,16.72,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_89,89,0,15.49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_90,90,0,13.14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_91,91,0,15.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_92,92,0,13.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_93,93,0,16.23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_94,94,0,15.82,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_95,95,1,12.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_96,96,1,16.53,1,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_97,97,0,13.76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_98,98,0,18.24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_99,99,0,15.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JL,20240928,3,fall,bogue,JL_3_100,100,0,18.17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_01,1,1,18.99,0,,Q1,1,0.3,28.7,26.67,24.9,Q1,57,0,115,halodule,5,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_02,2,0,16.92,1,LS,Q2,22,,,,,Q2,54,2.22,137,halodule,5,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_03,3,1,16.52,0,,Q3,19,,,,,Q3,58,4.86,0,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_04,4,0,18.61,0,,Q4,7,,,,,Q4,60,4.47,0,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_05,5,0,17.34,1,LS,Q5,14,,,,,Q5,61,4.94,14,halodule,5,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_06,6,1,17.82,1,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_07,7,0,17.81,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_08,8,0,18.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_09,9,1,19.12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_10,10,0,16.74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_11,11,0,17.63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_12,12,1,18.82,1,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_13,13,0,16.84,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_14,14,0,17.37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_15,15,0,17.32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_16,16,0,17.51,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_17,17,1,19.89,1,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_18,18,1,17.05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_19,19,1,18.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_20,20,1,17.54,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_21,21,0,16.46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_22,22,1,17.29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_23,23,0,17.87,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM,20240928,3,fall,bogue,RM_3_24,24,1,18.11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
